# dir.des.scop.txt 
# SCOP release 1.69 (July 2005)  [File format version 1.00]
# http://scop.mrc-lmb.cam.ac.uk/scop/
# Copyright (c) 1994-2005 the scop authors; see http://scop.mrc-lmb.cam.ac.uk/scop/lic/copy.html
46456	cl	a	-	All alpha proteins
105059	px	c.31.1.1	d1rqda_	1rqd A:
105060	px	c.31.1.1	d1rqdb_	1rqd B:
52471	fa	c.31.1.2	-	C-terminal domain of the electron transfer flavoprotein alpha subunit
52472	dm	c.31.1.2	-	C-terminal domain of the electron transfer flavoprotein alpha subunit
52473	sp	c.31.1.2	-	Human (Homo sapiens)
31728	px	c.31.1.2	d1efva2	1efv A:208-331
52474	sp	c.31.1.2	-	Paracoccus denitrificans
31729	px	c.31.1.2	d1efpa2	1efp A:185-308
31730	px	c.31.1.2	d1efpc2	1efp C:185-308
82379	sp	c.31.1.2	-	Methylophilus methylotrophus
81234	px	c.31.1.2	d1o97d2	1o97 D:196-318
81222	px	c.31.1.2	d1o96b2	1o96 B:196-318
81225	px	c.31.1.2	d1o96d2	1o96 D:196-318
81228	px	c.31.1.2	d1o96f2	1o96 F:196-318
81231	px	c.31.1.2	d1o96z2	1o96 Z:196-318
52475	fa	c.31.1.3	-	Pyruvate oxidase and decarboxylase, middle domain
52476	dm	c.31.1.3	-	Pyruvate oxidase
52477	sp	c.31.1.3	-	Lactobacillus plantarum
31731	px	c.31.1.3	d1poxa1	1pox A:183-365
31732	px	c.31.1.3	d1poxb1	1pox B:183-365
31733	px	c.31.1.3	d1powa1	1pow A:183-365
31734	px	c.31.1.3	d1powb1	1pow B:183-365
52478	dm	c.31.1.3	-	Pyruvate decarboxylase
52479	sp	c.31.1.3	-	Brewer's yeast (Saccharomyces), uvarum strain
31735	px	c.31.1.3	d1pyda1	1pyd A:182-360
31736	px	c.31.1.3	d1pydb1	1pyd B:182-360
52480	sp	c.31.1.3	-	Baker's yeast (Saccharomyces cerevisiae)
31737	px	c.31.1.3	d1pvda1	1pvd A:182-360
31738	px	c.31.1.3	d1pvdb1	1pvd B:182-360
31739	px	c.31.1.3	d1qpba1	1qpb A:182-360
31740	px	c.31.1.3	d1qpbb1	1qpb B:182-360
52481	sp	c.31.1.3	-	Zymomonas mobilis
31741	px	c.31.1.3	d1zpda1	1zpd A:188-362
31742	px	c.31.1.3	d1zpdb1	1zpd B:188-362
31743	px	c.31.1.3	d1zpde1	1zpd E:188-362
31744	px	c.31.1.3	d1zpdf1	1zpd F:188-362
89637	dm	c.31.1.3	-	Indole-3-pyruvate decarboxylase
89638	sp	c.31.1.3	-	Enterobacter cloacae
87461	px	c.31.1.3	d1ovma1	1ovm A:181-341
87464	px	c.31.1.3	d1ovmb1	1ovm B:181-341
87467	px	c.31.1.3	d1ovmc1	1ovm C:181-341
87470	px	c.31.1.3	d1ovmd1	1ovm D:181-341
52482	dm	c.31.1.3	-	Benzoylformate decarboxylase
52483	sp	c.31.1.3	-	Pseudomonas putida
31745	px	c.31.1.3	d1bfd_1	1bfd 182-341
78952	px	c.31.1.3	d1mcza1	1mcz A:182-341
78955	px	c.31.1.3	d1mczb1	1mcz B:182-341
78958	px	c.31.1.3	d1mczc1	1mcz C:182-341
78961	px	c.31.1.3	d1mczd1	1mcz D:182-341
78964	px	c.31.1.3	d1mcze1	1mcz E:182-341
78967	px	c.31.1.3	d1mczf1	1mcz F:182-341
78970	px	c.31.1.3	d1mczg1	1mcz G:182-341
78973	px	c.31.1.3	d1mczh1	1mcz H:182-341
78976	px	c.31.1.3	d1mczi1	1mcz I:182-341
78979	px	c.31.1.3	d1mczj1	1mcz J:182-341
78982	px	c.31.1.3	d1mczk1	1mcz K:182-341
78985	px	c.31.1.3	d1mczl1	1mcz L:182-341
78988	px	c.31.1.3	d1mczm1	1mcz M:182-341
78991	px	c.31.1.3	d1mczn1	1mcz N:182-341
78994	px	c.31.1.3	d1mczo1	1mcz O:182-341
78997	px	c.31.1.3	d1mczp1	1mcz P:182-341
69463	dm	c.31.1.3	-	Acetohydroxyacid synthase catalytic subunit
69464	sp	c.31.1.3	-	Baker's yeast (Saccharomyces cerevisiae)
67224	px	c.31.1.3	d1jsca1	1jsc A:280-460
67227	px	c.31.1.3	d1jscb1	1jsc B:276-458
79734	px	c.31.1.3	d1n0ha1	1n0h A:277-460
79737	px	c.31.1.3	d1n0hb1	1n0h B:278-460
102288	dm	c.31.1.3	-	Catabolic acetolactate synthase
102289	sp	c.31.1.3	-	Klebsiella pneumoniae
93833	px	c.31.1.3	d1ozha1	1ozh A:188-366
93836	px	c.31.1.3	d1ozhb1	1ozh B:188-366
93839	px	c.31.1.3	d1ozhc1	1ozh C:189-366
93842	px	c.31.1.3	d1ozhd1	1ozh D:188-366
93827	px	c.31.1.3	d1ozga1	1ozg A:188-366
93830	px	c.31.1.3	d1ozgb1	1ozg B:188-366
93821	px	c.31.1.3	d1ozfa1	1ozf A:188-366
93824	px	c.31.1.3	d1ozfb1	1ozf B:188-366
102290	dm	c.31.1.3	-	Carboxyethylarginine synthase
102291	sp	c.31.1.3	-	Streptomyces clavuligerus
99714	px	c.31.1.3	d1upaa1	1upa A:198-374
99717	px	c.31.1.3	d1upab1	1upa B:198-374
99720	px	c.31.1.3	d1upac1	1upa C:198-374
99723	px	c.31.1.3	d1upad1	1upa D:198-374
99726	px	c.31.1.3	d1upba1	1upb A:198-374
99729	px	c.31.1.3	d1upbb1	1upb B:198-374
99732	px	c.31.1.3	d1upbc1	1upb C:198-374
99735	px	c.31.1.3	d1upbd1	1upb D:198-374
99738	px	c.31.1.3	d1upca1	1upc A:198-374
99741	px	c.31.1.3	d1upcb1	1upc B:198-374
99744	px	c.31.1.3	d1upcc1	1upc C:198-374
99747	px	c.31.1.3	d1upcd1	1upc D:198-374
99750	px	c.31.1.3	d1upce1	1upc E:198-374
99753	px	c.31.1.3	d1upcf1	1upc F:198-374
52484	fa	c.31.1.4	-	Transhydrogenase domain III (dIII)
52485	dm	c.31.1.4	-	Transhydrogenase domain III (dIII)
52486	sp	c.31.1.4	-	Human (Homo sapiens)
31746	px	c.31.1.4	d1djla_	1djl A:
31747	px	c.31.1.4	d1djlb_	1djl B:
95097	px	c.31.1.4	d1pt9a_	1pt9 A:
95098	px	c.31.1.4	d1pt9b_	1pt9 B:
52487	sp	c.31.1.4	-	Cow (Bos taurus)
31748	px	c.31.1.4	d1d4oa_	1d4o A:
52488	sp	c.31.1.4	-	Rhodospirillum rubrum
94953	px	c.31.1.4	d1pnoa_	1pno A:
94954	px	c.31.1.4	d1pnob_	1pno B:
94955	px	c.31.1.4	d1pnqa_	1pnq A:
94956	px	c.31.1.4	d1pnqb_	1pnq B:
91972	px	c.31.1.4	d1nm5c_	1nm5 C:
95103	px	c.31.1.4	d1ptjc_	1ptj C:
61474	px	c.31.1.4	d1hzzc_	1hzz C:
31749	px	c.31.1.4	d1e3ta_	1e3t A:
63984	fa	c.31.1.5	-	Sir2 family of transcriptional regulators
63985	dm	c.31.1.5	-	AF1676, Sir2 homolog (Sir2-AF1?)
63986	sp	c.31.1.5	-	Archaeon Archaeoglobus fulgidus
84754	px	c.31.1.5	d1m2ka_	1m2k A:
84753	px	c.31.1.5	d1m2ja_	1m2j A:
84750	px	c.31.1.5	d1m2ga_	1m2g A:
84751	px	c.31.1.5	d1m2ha_	1m2h A:
62266	px	c.31.1.5	d1icia_	1ici A:
62267	px	c.31.1.5	d1icib_	1ici B:
84756	px	c.31.1.5	d1m2na_	1m2n A:
84757	px	c.31.1.5	d1m2nb_	1m2n B:
82380	dm	c.31.1.5	-	AF0112, Sir2 homolog (Sir2-AF2)
82381	sp	c.31.1.5	-	Archaeon Archaeoglobus fulgidus
78883	px	c.31.1.5	d1ma3a_	1ma3 A:
98642	px	c.31.1.5	d1s7ga_	1s7g A:
98643	px	c.31.1.5	d1s7gb_	1s7g B:
98644	px	c.31.1.5	d1s7gc_	1s7g C:
98645	px	c.31.1.5	d1s7gd_	1s7g D:
98646	px	c.31.1.5	d1s7ge_	1s7g E:
102292	dm	c.31.1.5	-	NAD-dependent deacetylase CobB
102293	sp	c.31.1.5	-	Escherichia coli
98569	px	c.31.1.5	d1s5pa_	1s5p A:
63987	dm	c.31.1.5	-	Sirt2 histone deacetylase
63988	sp	c.31.1.5	-	Human (Homo sapiens)
62738	px	c.31.1.5	d1j8fa_	1j8f A:
62739	px	c.31.1.5	d1j8fb_	1j8f B:
62740	px	c.31.1.5	d1j8fc_	1j8f C:
102294	dm	c.31.1.5	-	Hst2
102295	sp	c.31.1.5	-	Baker's yeast (Saccharomyces cerevisiae)
95561	px	c.31.1.5	d1q1aa_	1q1a A:
106150	px	c.31.1.5	d1szda_	1szd A:
106149	px	c.31.1.5	d1szca_	1szc A:
95537	px	c.31.1.5	d1q14a_	1q14 A:
95550	px	c.31.1.5	d1q17a_	1q17 A:
95551	px	c.31.1.5	d1q17b_	1q17 B:
95552	px	c.31.1.5	d1q17c_	1q17 C:
52489	cf	c.32	-	Tubulin nucleotide-binding domain-like
52490	sf	c.32.1	-	Tubulin nucleotide-binding domain-like
52491	fa	c.32.1.1	-	Tubulin, GTPase domain
52492	dm	c.32.1.1	-	Cell-division protein FtsZ
52493	sp	c.32.1.1	-	Archaeon Methanococcus jannaschii
31750	px	c.32.1.1	d1fsz_1	1fsz 23-231
89639	sp	c.32.1.1	-	Pseudomonas aeruginosa
86972	px	c.32.1.1	d1ofua1	1ofu A:11-208
86974	px	c.32.1.1	d1ofub1	1ofu B:11-208
110501	sp	c.32.1.1	-	Mycobacterium tuberculosis
105048	px	c.32.1.1	d1rq2a1	1rq2 A:8-205
105050	px	c.32.1.1	d1rq2b1	1rq2 B:8-205
104984	px	c.32.1.1	d1rlua1	1rlu A:8-205
104986	px	c.32.1.1	d1rlub1	1rlu B:8-205
105052	px	c.32.1.1	d1rq7a1	1rq7 A:8-205
105054	px	c.32.1.1	d1rq7b1	1rq7 B:8-205
52494	dm	c.32.1.1	-	Tubulin alpha-subunit
52495	sp	c.32.1.1	-	Pig (Sus scrofa)
31751	px	c.32.1.1	d1tuba1	1tub A:1-245
63989	sp	c.32.1.1	-	Cow (Bos taurus)
98769	px	c.32.1.1	d1sa0a1	1sa0 A:2-245
98773	px	c.32.1.1	d1sa0c1	1sa0 C:2-245
62932	px	c.32.1.1	d1jffa1	1jff A:2-245
98778	px	c.32.1.1	d1sa1a1	1sa1 A:2-245
98782	px	c.32.1.1	d1sa1c1	1sa1 C:2-245
52496	dm	c.32.1.1	-	Tubulin beta-subunit
52497	sp	c.32.1.1	-	Pig (Sus scrofa)
31752	px	c.32.1.1	d1tubb1	1tub B:1-245
63990	sp	c.32.1.1	-	Cow (Bos taurus)
98771	px	c.32.1.1	d1sa0b1	1sa0 B:2-245
98775	px	c.32.1.1	d1sa0d1	1sa0 D:2-245
62934	px	c.32.1.1	d1jffb1	1jff B:2-245
98780	px	c.32.1.1	d1sa1b1	1sa1 B:2-245
98784	px	c.32.1.1	d1sa1d1	1sa1 D:2-245
107364	px	c.32.1.1	d1tvkb1	1tvk B:2-245
107362	px	c.32.1.1	d1tvka1	1tvk A:2-245
52498	cf	c.33	-	Isochorismatase-like hydrolases
52499	sf	c.33.1	-	Isochorismatase-like hydrolases
100948	fa	c.33.1.3	-	Isochorismatase-like hydrolases
52501	dm	c.33.1.3	-	N-carbamoylsarcosine amidohydrolase
52502	sp	c.33.1.3	-	Arthrobacter sp.
31753	px	c.33.1.3	d1nbaa_	1nba A:
31754	px	c.33.1.3	d1nbab_	1nba B:
31755	px	c.33.1.3	d1nbac_	1nba C:
31756	px	c.33.1.3	d1nbad_	1nba D:
69465	dm	c.33.1.3	-	Pyrazinamidase/nicotinamidase
69466	sp	c.33.1.3	-	Archaeon Pyrococcus horikoshii
66211	px	c.33.1.3	d1im5a_	1im5 A:
66208	px	c.33.1.3	d1ilwa_	1ilw A:
89643	dm	c.33.1.3	-	Phenazine biosynthesis protein PhzD
89644	sp	c.33.1.3	-	Pseudomonas aeruginosa
85631	px	c.33.1.3	d1nf9a_	1nf9 A:
85630	px	c.33.1.3	d1nf8a_	1nf8 A:
52504	dm	c.33.1.3	-	YcaC
52505	sp	c.33.1.3	-	Escherichia coli
31757	px	c.33.1.3	d1yaca_	1yac A:
31758	px	c.33.1.3	d1yacb_	1yac B:
102298	dm	c.33.1.3	-	Hypothetical protein YecD
102299	sp	c.33.1.3	-	Escherichia coli
90788	px	c.33.1.3	d1j2ra_	1j2r A:
90789	px	c.33.1.3	d1j2rb_	1j2r B:
90790	px	c.33.1.3	d1j2rc_	1j2r C:
90791	px	c.33.1.3	d1j2rd_	1j2r D:
110502	dm	c.33.1.3	-	Ribonuclease MAR1
110503	sp	c.33.1.3	-	Leishmania donavani
109527	px	c.33.1.3	d1x9ga_	1x9g A:
63991	cf	c.99	-	Dipeptide transport protein
63992	sf	c.99.1	-	Dipeptide transport protein
63993	fa	c.99.1.1	-	Dipeptide transport protein
63994	dm	c.99.1.1	-	Zn-dependent D-aminopeptidase DppA
63995	sp	c.99.1.1	-	Bacillus subtilis
61063	px	c.99.1.1	d1hi9a_	1hi9 A:
61064	px	c.99.1.1	d1hi9b_	1hi9 B:
61065	px	c.99.1.1	d1hi9c_	1hi9 C:
61066	px	c.99.1.1	d1hi9d_	1hi9 D:
61067	px	c.99.1.1	d1hi9e_	1hi9 E:
52506	cf	c.34	-	Homo-oligomeric flavin-containing Cys decarboxylases, HFCD
52507	sf	c.34.1	-	Homo-oligomeric flavin-containing Cys decarboxylases, HFCD
52508	fa	c.34.1.1	-	Homo-oligomeric flavin-containing Cys decarboxylases, HFCD
52509	dm	c.34.1.1	-	4'-phosphopantothenoylcysteine decarboxylase (PPC decarboxylase, halotolerance protein Hal3a)
52510	sp	c.34.1.1	-	Mouse-ear cress (Arabidopsis thaliana)
85146	px	c.34.1.1	d1mvla_	1mvl A:
31759	px	c.34.1.1	d1e20a_	1e20 A:
85147	px	c.34.1.1	d1mvna_	1mvn A:
102300	sp	c.34.1.1	-	Human (Homo sapiens)
96663	px	c.34.1.1	d1qzua_	1qzu A:
96664	px	c.34.1.1	d1qzub_	1qzu B:
96665	px	c.34.1.1	d1qzuc_	1qzu C:
96666	px	c.34.1.1	d1qzud_	1qzu D:
63996	dm	c.34.1.1	-	Epidermin modifying enzyme (peptidyl-cysteine decarboxylase) EpiD
63997	sp	c.34.1.1	-	Staphylococcus epidermidis
60288	px	c.34.1.1	d1g5qa_	1g5q A:
60289	px	c.34.1.1	d1g5qd_	1g5q D:
60290	px	c.34.1.1	d1g5qg_	1g5q G:
60291	px	c.34.1.1	d1g5ql_	1g5q L:
60299	px	c.34.1.1	d1g63a_	1g63 A:
60300	px	c.34.1.1	d1g63b_	1g63 B:
60301	px	c.34.1.1	d1g63c_	1g63 C:
60302	px	c.34.1.1	d1g63d_	1g63 D:
60303	px	c.34.1.1	d1g63e_	1g63 E:
60304	px	c.34.1.1	d1g63f_	1g63 F:
60305	px	c.34.1.1	d1g63g_	1g63 G:
60306	px	c.34.1.1	d1g63h_	1g63 H:
60307	px	c.34.1.1	d1g63i_	1g63 I:
60308	px	c.34.1.1	d1g63j_	1g63 J:
60309	px	c.34.1.1	d1g63k_	1g63 K:
60310	px	c.34.1.1	d1g63l_	1g63 L:
102301	dm	c.34.1.1	-	MrsD
102302	sp	c.34.1.1	-	Bacillus sp. hil-y85/54728
94071	px	c.34.1.1	d1p3y1_	1p3y 1:
56783	cf	c.108	-	HAD-like
56784	sf	c.108.1	-	HAD-like
69467	fa	c.108.1.5	-	Probable phosphatase YrbI
69468	dm	c.108.1.5	-	Probable phosphatase YrbI
69469	sp	c.108.1.5	-	Haemophilus influenzae, HI1679
67995	px	c.108.1.5	d1k1ea_	1k1e A:
67996	px	c.108.1.5	d1k1eb_	1k1e B:
67997	px	c.108.1.5	d1k1ec_	1k1e C:
67998	px	c.108.1.5	d1k1ed_	1k1e D:
67999	px	c.108.1.5	d1k1ee_	1k1e E:
68000	px	c.108.1.5	d1k1ef_	1k1e F:
68001	px	c.108.1.5	d1k1eg_	1k1e G:
68002	px	c.108.1.5	d1k1eh_	1k1e H:
68003	px	c.108.1.5	d1k1ei_	1k1e I:
68004	px	c.108.1.5	d1k1ej_	1k1e J:
68005	px	c.108.1.5	d1k1ek_	1k1e K:
68006	px	c.108.1.5	d1k1el_	1k1e L:
66433	px	c.108.1.5	d1j8da_	1j8d A:
66434	px	c.108.1.5	d1j8db_	1j8d B:
66435	px	c.108.1.5	d1j8dc_	1j8d C:
66436	px	c.108.1.5	d1j8dd_	1j8d D:
56785	fa	c.108.1.1	-	L-2-Haloacid dehalogenase, HAD
56786	dm	c.108.1.1	-	L-2-Haloacid dehalogenase, HAD
56787	sp	c.108.1.1	-	Pseudomonas sp., strain YL
43323	px	c.108.1.1	d1zrn__	1zrn -
43324	px	c.108.1.1	d1zrm__	1zrm -
43325	px	c.108.1.1	d1jud__	1jud -
43326	px	c.108.1.1	d1qh9a_	1qh9 A:
56788	sp	c.108.1.1	-	Xanthobacter autotrophicus
43327	px	c.108.1.1	d1qq5a_	1qq5 A:
43328	px	c.108.1.1	d1qq5b_	1qq5 B:
43329	px	c.108.1.1	d1qq7a_	1qq7 A:
43330	px	c.108.1.1	d1qq7b_	1qq7 B:
43331	px	c.108.1.1	d1aq6a_	1aq6 A:
43332	px	c.108.1.1	d1aq6b_	1aq6 B:
43333	px	c.108.1.1	d1qq6a_	1qq6 A:
43334	px	c.108.1.1	d1qq6b_	1qq6 B:
75173	fa	c.108.1.6	-	beta-Phosphoglucomutase-like
75174	dm	c.108.1.6	-	beta-Phosphoglucomutase
75175	sp	c.108.1.6	-	Lactococcus lactis
86525	px	c.108.1.6	d1o08a_	1o08 A:
86507	px	c.108.1.6	d1o03a_	1o03 A:
74282	px	c.108.1.6	d1lvha_	1lvh A:
74283	px	c.108.1.6	d1lvhb_	1lvh B:
110504	dm	c.108.1.6	-	Phosphatase YniC
110505	sp	c.108.1.6	-	Escherichia coli
106792	px	c.108.1.6	d1te2a_	1te2 A:
106793	px	c.108.1.6	d1te2b_	1te2 B:
56789	fa	c.108.1.2	-	Epoxide hydrolase, N-terminal domain
56790	dm	c.108.1.2	-	Epoxide hydrolase, N-terminal domain
56791	sp	c.108.1.2	-	Mouse (Mus musculus)
43337	px	c.108.1.2	d1cr6a1	1cr6 A:4-225
43338	px	c.108.1.2	d1cr6b1	1cr6 B:4-225
43339	px	c.108.1.2	d1cqza1	1cqz A:4-225
43340	px	c.108.1.2	d1cqzb1	1cqz B:4-225
43335	px	c.108.1.2	d1ek1a1	1ek1 A:4-225
43336	px	c.108.1.2	d1ek1b1	1ek1 B:4-225
43341	px	c.108.1.2	d1ek2a1	1ek2 A:4-225
43342	px	c.108.1.2	d1ek2b1	1ek2 B:4-225
102303	sp	c.108.1.2	-	Human (Homo sapiens)
100799	px	c.108.1.2	d1vj5a1	1vj5 A:2-225
98736	px	c.108.1.2	d1s8oa1	1s8o A:4-225
56792	fa	c.108.1.3	-	Phosphonoacetaldehyde hydrolase
56793	dm	c.108.1.3	-	Phosphonoacetaldehyde hydrolase
56794	sp	c.108.1.3	-	Bacillus cereus
97750	px	c.108.1.3	d1rqla_	1rql A:
97751	px	c.108.1.3	d1rqlb_	1rql B:
104884	px	c.108.1.3	d1rdfa_	1rdf A:
104885	px	c.108.1.3	d1rdfb_	1rdf B:
104886	px	c.108.1.3	d1rdfc_	1rdf C:
104887	px	c.108.1.3	d1rdfd_	1rdf D:
104888	px	c.108.1.3	d1rdfe_	1rdf E:
104889	px	c.108.1.3	d1rdff_	1rdf F:
97752	px	c.108.1.3	d1rqna_	1rqn A:
97753	px	c.108.1.3	d1rqnb_	1rqn B:
43343	px	c.108.1.3	d1feza_	1fez A:
43344	px	c.108.1.3	d1fezb_	1fez B:
43345	px	c.108.1.3	d1fezc_	1fez C:
43346	px	c.108.1.3	d1fezd_	1fez D:
64511	fa	c.108.1.4	-	Phosphoserine phosphatase
64512	dm	c.108.1.4	-	Phosphoserine phosphatase
64513	sp	c.108.1.4	-	Archaeon Methanococcus jannaschii
62753	px	c.108.1.4	d1j97a_	1j97 A:
62754	px	c.108.1.4	d1j97b_	1j97 B:
73664	px	c.108.1.4	d1l7ma_	1l7m A:
73665	px	c.108.1.4	d1l7mb_	1l7m B:
73666	px	c.108.1.4	d1l7na_	1l7n A:
73667	px	c.108.1.4	d1l7nb_	1l7n B:
59656	px	c.108.1.4	d1f5sa_	1f5s A:
59657	px	c.108.1.4	d1f5sb_	1f5s B:
73670	px	c.108.1.4	d1l7pa_	1l7p A:
73671	px	c.108.1.4	d1l7pb_	1l7p B:
73668	px	c.108.1.4	d1l7oa_	1l7o A:
73669	px	c.108.1.4	d1l7ob_	1l7o B:
89645	sp	c.108.1.4	-	Human (Homo sapiens)
85906	px	c.108.1.4	d1nnla_	1nnl A:
85907	px	c.108.1.4	d1nnlb_	1nnl B:
84562	px	c.108.1.4	d1l8la_	1l8l A:
84563	px	c.108.1.4	d1l8lb_	1l8l B:
84566	px	c.108.1.4	d1l8oa_	1l8o A:
84567	px	c.108.1.4	d1l8ob_	1l8o B:
82382	fa	c.108.1.8	-	5'(3')-deoxyribonucleotidase (dNT-2)
82383	dm	c.108.1.8	-	5'(3')-deoxyribonucleotidase (dNT-2)
82384	sp	c.108.1.8	-	Human (Homo sapiens)
96250	px	c.108.1.8	d1q92a_	1q92 A:
96249	px	c.108.1.8	d1q91a_	1q91 A:
79118	px	c.108.1.8	d1mh9a_	1mh9 A:
102304	fa	c.108.1.11	-	Homoserine kinase ThrH
102305	dm	c.108.1.11	-	Homoserine kinase ThrH
102306	sp	c.108.1.11	-	Pseudomonas aeruginosa
97627	px	c.108.1.11	d1rkua_	1rku A:
97628	px	c.108.1.11	d1rkub_	1rku B:
97629	px	c.108.1.11	d1rkva_	1rkv A:
97630	px	c.108.1.11	d1rkvb_	1rkv B:
102307	fa	c.108.1.12	-	Class B acid phosphatase
102308	dm	c.108.1.12	-	Class B acid phosphatase
102309	sp	c.108.1.12	-	Escherichia coli
91706	px	c.108.1.12	d1n8na_	1n8n A:
91732	px	c.108.1.12	d1n9ka_	1n9k A:
91733	px	c.108.1.12	d1n9kb_	1n9k B:
102310	fa	c.108.1.13	-	Hypothetical protein MW1667 (SA1546)
102311	dm	c.108.1.13	-	Hypothetical protein MW1667 (SA1546)
102312	sp	c.108.1.13	-	Staphylococcus aureus
96595	px	c.108.1.13	d1qyia_	1qyi A:
82385	fa	c.108.1.9	-	Polynucleotide kinase, phosphatase domain
82386	dm	c.108.1.9	-	Polynucleotide kinase, phosphatase domain
82387	sp	c.108.1.9	-	Bacteriophage T4
78208	px	c.108.1.9	d1ltqa1	1ltq A:153-301
97789	px	c.108.1.9	d1rrca1	1rrc A:153-301
97291	px	c.108.1.9	d1rc8a1	1rc8 A:153-301
97720	px	c.108.1.9	d1rpza1	1rpz A:153-301
82388	fa	c.108.1.10	-	Predicted hydrolases Cof
82389	dm	c.108.1.10	-	Hypothetical protein TA0175
82390	sp	c.108.1.10	-	Archaeon Thermoplasma acidophilum
77768	px	c.108.1.10	d1l6ra_	1l6r A:
77769	px	c.108.1.10	d1l6rb_	1l6r B:
77631	px	c.108.1.10	d1kyta_	1kyt A:
77632	px	c.108.1.10	d1kytb_	1kyt B:
89646	dm	c.108.1.10	-	Hypothetical protein YwpJ
89647	sp	c.108.1.10	-	Bacillus subtilis
86128	px	c.108.1.10	d1nrwa_	1nrw A:
102313	dm	c.108.1.10	-	Hypothetical protein TM0651
102314	sp	c.108.1.10	-	Thermotoga maritima
91849	px	c.108.1.10	d1nf2a_	1nf2 A:
91850	px	c.108.1.10	d1nf2b_	1nf2 B:
91851	px	c.108.1.10	d1nf2c_	1nf2 C:
102315	dm	c.108.1.10	-	Hypothetical protein YidA
102316	sp	c.108.1.10	-	Escherichia coli
97621	px	c.108.1.10	d1rkqa_	1rkq A:
97622	px	c.108.1.10	d1rkqb_	1rkq B:
102317	fa	c.108.1.14	-	NagD-like
102318	dm	c.108.1.14	-	Hypothetical protein TM1742
102319	sp	c.108.1.14	-	Thermotoga maritima
95199	px	c.108.1.14	d1pw5a_	1pw5 A:
100832	px	c.108.1.14	d1vjra_	1vjr A:
81656	fa	c.108.1.7	-	Calcium ATPase, catalytic domain P
81655	dm	c.108.1.7	-	Calcium ATPase, catalytic domain P
81654	sp	c.108.1.7	-	Rabbit (Oryctolagus cuniculus)
98994	px	c.108.1.7	d1su4a2	1su4 A:344-360,A:600-750
106474	px	c.108.1.7	d1t5sa2	1t5s A:344-360,A:600-750
108577	px	c.108.1.7	d1vfpa2	1vfp A:344-360,A:600-750
108581	px	c.108.1.7	d1vfpb2	1vfp B:344-360,B:600-750
106478	px	c.108.1.7	d1t5ta2	1t5t A:344-360,A:600-750
75855	px	c.108.1.7	d1iwoa2	1iwo A:344-360,A:600-750
75859	px	c.108.1.7	d1iwob2	1iwo B:344-360,B:600-750
75893	px	c.108.1.7	d1kjua2	1kju A:344-360,A:600-750
110506	fa	c.108.1.15	-	Trehalose-phosphatas (Pfam 02358)
110507	dm	c.108.1.15	-	Trehalose-6-phosphate phosphatase related protein
110508	sp	c.108.1.15	-	Archaeon Thermoplasma acidophilum
107538	px	c.108.1.15	d1u02a_	1u02 A:
110509	fa	c.108.1.16	-	NLI interacting factor-like phosphatase (NIF, Pfam 03031)
110510	dm	c.108.1.16	-	Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1, NRAMP1
110511	sp	c.108.1.16	-	Human (Homo sapiens)
106729	px	c.108.1.16	d1ta0a_	1ta0 A:
106728	px	c.108.1.16	d1t9za_	1t9z A:
100949	cf	c.124	-	NagB/RpiA/CoA transferase-like
100950	sf	c.124.1	-	NagB/RpiA/CoA transferase-like
52513	fa	c.124.1.1	-	NagB-like
52514	dm	c.124.1.1	-	Glucosamine 6-phosphate deaminase/isomerase NagB
52515	sp	c.124.1.1	-	Escherichia coli
65047	px	c.124.1.1	d1fsfa_	1fsf A:
31760	px	c.124.1.1	d1deaa_	1dea A:
31761	px	c.124.1.1	d1deab_	1dea B:
67259	px	c.124.1.1	d1jt9a_	1jt9 A:
65044	px	c.124.1.1	d1fs5a_	1fs5 A:
65045	px	c.124.1.1	d1fs5b_	1fs5 B:
65039	px	c.124.1.1	d1fqoa_	1fqo A:
65040	px	c.124.1.1	d1fqob_	1fqo B:
65041	px	c.124.1.1	d1frza_	1frz A:
65042	px	c.124.1.1	d1frzb_	1frz B:
31764	px	c.124.1.1	d1hota_	1hot A:
31765	px	c.124.1.1	d1hotb_	1hot B:
31762	px	c.124.1.1	d1hora_	1hor A:
31763	px	c.124.1.1	d1horb_	1hor B:
31766	px	c.124.1.1	d1cd5a_	1cd5 A:
65046	px	c.124.1.1	d1fs6a_	1fs6 A:
102320	sp	c.124.1.1	-	Human (Homo sapiens)
91833	px	c.124.1.1	d1ne7a_	1ne7 A:
91834	px	c.124.1.1	d1ne7b_	1ne7 B:
91835	px	c.124.1.1	d1ne7c_	1ne7 C:
91836	px	c.124.1.1	d1ne7d_	1ne7 D:
91837	px	c.124.1.1	d1ne7e_	1ne7 E:
91838	px	c.124.1.1	d1ne7f_	1ne7 F:
102321	dm	c.124.1.1	-	6-phosphogluconolactonase
102322	sp	c.124.1.1	-	Thermotoga maritima
108707	px	c.124.1.1	d1vl1a_	1vl1 A:
94416	px	c.124.1.1	d1pbta_	1pbt A:
75176	fa	c.124.1.4	-	D-ribose-5-phosphate isomerase (RpiA), catalytic domain
75177	dm	c.124.1.4	-	D-ribose-5-phosphate isomerase (RpiA), catalytic domain
75178	sp	c.124.1.4	-	Escherichia coli
81180	px	c.124.1.4	d1o8ba1	1o8b A:23-126,A:199-218
